user_pseudo_id,ga_session_id,user_session_key,week_start_date,data_split,candidate_output_type,intervention_group,candidate_output_label,within_group_priority_rank,within_group_priority_score,within_group_priority_band,within_group_priority_band_label,priority_score_scope,candidate_score_used,candidate_ranking_score,purchase_likelihood_score,raw_purchase_model_score,priority_rule,model_name_used,suggested_action,device_category,geo_country,channel_source,channel_medium,channel_segment,channel_segment_raw,channel_segment_clean,last_observed_funnel_stage,dropoff_after_stage,reached_view_item,reached_add_to_cart,reached_begin_checkout,reached_add_shipping_info,reached_add_payment_info,y_purchase,purchase_likelihood_rank,purchase_likelihood_percentile_within_split,ga_session_number,n_events,session_duration_seconds,engagement_time_msec_sum,n_item_rows,n_distinct_item_id,n_distinct_item_category,avg_item_price,max_item_price,qty_sum,model_ranking_score,global_purchase_likelihood_percentile,is_non_monotonic_funnel_path,is_monotonic_funnel_path
38619786.1269879033,1277431005,38619786.1269879033-1277431005,2021-01-25,test,browse_intervention,Browse drop-off review,Browse drop-off review,11,0.7959183673469388,high,High within group,within_intervention_group_percentile,model_ranking_score,0.36910205736231594,3.099136093204896e-05,0.36910205736231594,top_50_browse_intervention_by_model_ranking_score,LightGBM calibrated likelihood,"Review product detail page relevance, product information, price clarity or add-to-cart call-to-action.",desktop,United States,google,organic,google / organic,google / organic,Google organic traffic,view_item,after_view_item,1,0,0,0,0,0,335604,0.9295042138030521,1,5,0.761282,35,0,0,0,0.0,0.0,0,0.36910205736231594,0.9295042138030521,0,1
69137555.4191092367,2294556592,69137555.4191092367-2294556592,2021-01-25,test,browse_intervention,Browse drop-off review,Browse drop-off review,12,0.7755102040816326,high,High within group,within_intervention_group_percentile,model_ranking_score,0.36910205736231594,3.099136093204896e-05,0.36910205736231594,top_50_browse_intervention_by_model_ranking_score,LightGBM calibrated likelihood,"Review product detail page relevance, product information, price clarity or add-to-cart call-to-action.",desktop,China,google,organic,google / organic,google / organic,Google organic traffic,view_item,after_view_item,1,0,0,0,0,0,335603,0.929466251613393,1,15,173.707837,151831,16,7,1,20.875,60.0,16,0.36910205736231594,0.929466251613393,0,1
51063814.5612872053,8372923395,51063814.5612872053-8372923395,2021-01-25,test,browse_intervention,Browse drop-off review,Browse drop-off review,13,0.7551020408163265,high,High within group,within_intervention_group_percentile,model_ranking_score,0.36910205736231594,3.099136093204896e-05,0.36910205736231594,top_50_browse_intervention_by_model_ranking_score,LightGBM calibrated likelihood,"Review product detail page relevance, product information, price clarity or add-to-cart call-to-action.",desktop,United Kingdom,google,organic,google / organic,google / organic,Google organic traffic,view_item,after_view_item,1,0,0,0,0,0,335595,0.9291625540961203,1,10,78.637795,12438,12,11,1,24.083333333333336,69.0,12,0.36910205736231594,0.9291625540961203,0,1
28477519.2357129512,9573670053,28477519.2357129512-9573670053,2021-01-25,test,browse_intervention,Browse drop-off review,Browse drop-off review,14,0.7346938775510203,high,High within group,within_intervention_group_percentile,model_ranking_score,0.36910205736231594,3.099136093204896e-05,0.36910205736231594,top_50_browse_intervention_by_model_ranking_score,LightGBM calibrated likelihood,"Review product detail page relevance, product information, price clarity or add-to-cart call-to-action.",mobile,United States,google,organic,google / organic,google / organic,Google organic traffic,view_item,after_view_item,1,0,0,0,0,0,335586,0.9288208943891884,1,6,7.389739,7419,12,11,1,41.58333333333333,69.0,12,0.36910205736231594,0.9288208943891884,0,1
41445570.7018026209,844981583,41445570.7018026209-844981583,2021-01-25,test,browse_intervention,Browse drop-off review,Browse drop-off review,15,0.7142857142857143,high,High within group,within_intervention_group_percentile,model_ranking_score,0.36910205736231594,3.099136093204896e-05,0.36910205736231594,top_50_browse_intervention_by_model_ranking_score,LightGBM calibrated likelihood,"Review product detail page relevance, product information, price clarity or add-to-cart call-to-action.",mobile,United States,<Other>,referral,<Other> / referral,<Other> / referral,Other referral traffic,view_item,after_view_item,1,0,0,0,0,0,335577,0.9284792346822565,1,11,38.602885,8553,9,8,2,27.375,60.0,9,0.36910205736231594,0.9284792346822565,0,1
53719752.8976056471,461232810,53719752.8976056471-461232810,2021-01-25,test,browse_intervention,Browse drop-off review,Browse drop-off review,16,0.6938775510204082,high,High within group,within_intervention_group_percentile,model_ranking_score,0.36910205736231594,3.099136093204896e-05,0.36910205736231594,top_50_browse_intervention_by_model_ranking_score,LightGBM calibrated likelihood,"Review product detail page relevance, product information, price clarity or add-to-cart call-to-action.",desktop,United States,google,organic,google / organic,google / organic,Google organic traffic,view_item,after_view_item,1,0,0,0,0,0,335571,0.9282514615443018,1,28,1449.894272,365001,26,25,4,29.625000000000004,69.0,26,0.36910205736231594,0.9282514615443018,0,1
72420226.6865583408,4166820022,72420226.6865583408-4166820022,2021-01-25,test,browse_intervention,Browse drop-off review,Browse drop-off review,17,0.6734693877551021,high,High within group,within_intervention_group_percentile,model_ranking_score,0.36910205736231594,3.099136093204896e-05,0.36910205736231594,top_50_browse_intervention_by_model_ranking_score,LightGBM calibrated likelihood,"Review product detail page relevance, product information, price clarity or add-to-cart call-to-action.",mobile,Canada,perksatwork.com,referral,perksatwork.com / referral,perksatwork.com / referral,Perks at Work referral traffic,view_item,after_view_item,1,0,0,0,0,0,335570,0.9282134993546428,1,12,135.307578,53788,37,24,4,30.111111111111114,120.0,37,0.36910205736231594,0.9282134993546428,0,1
478573643.2008174418,8260286020,478573643.2008174418-8260286020,2021-01-25,test,browse_intervention,Browse drop-off review,Browse drop-off review,18,0.653061224489796,high,High within group,within_intervention_group_percentile,model_ranking_score,0.36910205736231594,3.099136093204896e-05,0.36910205736231594,top_50_browse_intervention_by_model_ranking_score,LightGBM calibrated likelihood,"Review product detail page relevance, product information, price clarity or add-to-cart call-to-action.",mobile,Germany,(data deleted),(data deleted),(data deleted) / (data deleted),(data deleted) / (data deleted),Unknown traffic,view_item,after_view_item,1,0,0,0,0,0,327155,0.6087616733733202,10,13,68.383785,46560,12,12,2,27.750000000000004,45.0,12,0.36910205736231594,0.6087616733733202,0,1
77809797.5583455210,574808523,77809797.5583455210-574808523,2021-01-25,test,browse_intervention,Browse drop-off review,Browse drop-off review,19,0.6326530612244898,high,High within group,within_intervention_group_percentile,model_ranking_score,0.36910205736231594,3.099136093204896e-05,0.36910205736231594,top_50_browse_intervention_by_model_ranking_score,LightGBM calibrated likelihood,"Review product detail page relevance, product information, price clarity or add-to-cart call-to-action.",mobile,France,google,organic,google / organic,google / organic,Google organic traffic,view_item,after_view_item,1,0,0,0,0,0,327133,0.60792650520082,1,5,5.278891,0,0,0,0,0.0,0.0,0,0.36910205736231594,0.60792650520082,0,1
26260754.0700849328,2752846215,26260754.0700849328-2752846215,2021-01-25,test,browse_intervention,Browse drop-off review,Browse drop-off review,20,0.6122448979591837,high,High within group,within_intervention_group_percentile,model_ranking_score,0.36910205736231594,3.099136093204896e-05,0.36910205736231594,top_50_browse_intervention_by_model_ranking_score,LightGBM calibrated likelihood,"Review product detail page relevance, product information, price clarity or add-to-cart call-to-action.",desktop,Netherlands,shop.googlemerchandisestore.com,referral,shop.googlemerchandisestore.com / referral,shop.googlemerchandisestore.com / referral,Google Merch Store referral traffic,view_item,after_view_item,1,0,0,0,0,0,327141,0.6082302027180928,1,12,81.54506,14024,15,13,2,21.666666666666668,58.0,15,0.36910205736231594,0.6082302027180928,0,1
3423772.4832676833,7736539492,3423772.4832676833-7736539492,2021-01-25,test,browse_intervention,Browse drop-off review,Browse drop-off review,21,0.5918367346938775,high,High within group,within_intervention_group_percentile,model_ranking_score,0.36910205736231594,3.099136093204896e-05,0.36910205736231594,top_50_browse_intervention_by_model_ranking_score,LightGBM calibrated likelihood,"Review product detail page relevance, product information, price clarity or add-to-cart call-to-action.",mobile,United States,<Other>,referral,<Other> / referral,<Other> / referral,Other referral traffic,view_item,after_view_item,1,0,0,0,0,0,335600,0.9293523650444158,1,4,82.968,798,13,12,2,28.416666666666668,120.0,13,0.36910205736231594,0.9293523650444158,0,1
60560528.3701064559,1304319992,60560528.3701064559-1304319992,2021-01-25,test,browse_intervention,Browse drop-off review,Browse drop-off review,22,0.5714285714285714,high,High within group,within_intervention_group_percentile,model_ranking_score,0.36910205736231594,3.099136093204896e-05,0.36910205736231594,top_50_browse_intervention_by_model_ranking_score,LightGBM calibrated likelihood,"Review product detail page relevance, product information, price clarity or add-to-cart call-to-action.",desktop,United States,google,organic,google / organic,google / organic,Google organic traffic,view_item,after_view_item,1,0,0,0,0,0,327259,0.6127097410978666,1,6,19.137212,3179,0,0,0,0.0,0.0,0,0.36910205736231594,0.6127097410978666,0,1
28127339.8458054679,9737897270,28127339.8458054679-9737897270,2021-01-25,test,browse_intervention,Browse drop-off review,Browse drop-off review,23,0.5510204081632653,high,High within group,within_intervention_group_percentile,model_ranking_score,0.36910205736231594,3.099136093204896e-05,0.36910205736231594,top_50_browse_intervention_by_model_ranking_score,LightGBM calibrated likelihood,"Review product detail page relevance, product information, price clarity or add-to-cart call-to-action.",desktop,United States,google,organic,google / organic,google / organic,Google organic traffic,view_item,after_view_item,1,0,0,0,0,0,327253,0.6124819679599119,1,7,14.511681,14430,0,0,0,0.0,0.0,0,0.36910205736231594,0.6124819679599119,0,1
1360812.0368999979,5809679625,1360812.0368999979-5809679625,2021-01-25,test,browse_intervention,Browse drop-off review,Browse drop-off review,24,0.5306122448979591,high,High within group,within_intervention_group_percentile,model_ranking_score,0.36910205736231594,3.099136093204896e-05,0.36910205736231594,top_50_browse_intervention_by_model_ranking_score,LightGBM calibrated likelihood,"Review product detail page relevance, product information, price clarity or add-to-cart call-to-action.",desktop,United States,google,organic,google / organic,google / organic,Google organic traffic,view_item,after_view_item,1,0,0,0,0,0,327245,0.6121782704426392,1,9,43.73528,19790,9,9,1,3.0,5.0,9,0.36910205736231594,0.6121782704426392,0,1
95868505.8197462916,6258532236,95868505.8197462916-6258532236,2021-01-25,test,browse_intervention,Browse drop-off review,Browse drop-off review,25,0.5102040816326531,high,High within group,within_intervention_group_percentile,model_ranking_score,0.36910205736231594,3.099136093204896e-05,0.36910205736231594,top_50_browse_intervention_by_model_ranking_score,LightGBM calibrated likelihood,"Review product detail page relevance, product information, price clarity or add-to-cart call-to-action.",desktop,France,google,organic,google / organic,google / organic,Google organic traffic,view_item,after_view_item,1,0,0,0,0,0,327243,0.6121023460633209,2,7,1769.64429,26768,0,0,0,0.0,0.0,0,0.36910205736231594,0.6121023460633209,0,1
2465351.1102580263,5080065241,2465351.1102580263-5080065241,2021-01-25,test,browse_intervention,Browse drop-off review,Browse drop-off review,26,0.4897959183673469,medium,Medium within group,within_intervention_group_percentile,model_ranking_score,0.36910205736231594,3.099136093204896e-05,0.36910205736231594,top_50_browse_intervention_by_model_ranking_score,LightGBM calibrated likelihood,"Review product detail page relevance, product information, price clarity or add-to-cart call-to-action.",desktop,United States,google,organic,google / organic,google / organic,Google organic traffic,view_item,after_view_item,1,0,0,0,0,0,327242,0.6120643838736618,1,6,49.039286,48950,0,0,0,0.0,0.0,0,0.36910205736231594,0.6120643838736618,0,1
3107230.1678447439,6590624207,3107230.1678447439-6590624207,2021-01-25,test,browse_intervention,Browse drop-off review,Browse drop-off review,27,0.4693877551020408,medium,Medium within group,within_intervention_group_percentile,model_ranking_score,0.36910205736231594,3.099136093204896e-05,0.36910205736231594,top_50_browse_intervention_by_model_ranking_score,LightGBM calibrated likelihood,"Review product detail page relevance, product information, price clarity or add-to-cart call-to-action.",mobile,United States,shop.googlemerchandisestore.com,referral,shop.googlemerchandisestore.com / referral,shop.googlemerchandisestore.com / referral,Google Merch Store referral traffic,view_item,after_view_item,1,0,0,0,0,0,327240,0.6119884594943437,1,10,21.100724,15481,3,2,2,69.0,69.0,3,0.36910205736231594,0.6119884594943437,0,1
2962895.4759988781,1400430980,2962895.4759988781-1400430980,2021-01-25,test,browse_intervention,Browse drop-off review,Browse drop-off review,28,0.44897959183673475,medium,Medium within group,within_intervention_group_percentile,model_ranking_score,0.36910205736231594,3.099136093204896e-05,0.36910205736231594,top_50_browse_intervention_by_model_ranking_score,LightGBM calibrated likelihood,"Review product detail page relevance, product information, price clarity or add-to-cart call-to-action.",mobile,Russia,google,organic,google / organic,google / organic,Google organic traffic,view_item,after_view_item,1,0,0,0,0,0,327236,0.6118366107357073,1,6,46.165828,26063,0,0,0,0.0,0.0,0,0.36910205736231594,0.6118366107357073,0,1
69564636.0772097294,5013146290,69564636.0772097294-5013146290,2021-01-25,test,browse_intervention,Browse drop-off review,Browse drop-off review,29,0.4285714285714286,medium,Medium within group,within_intervention_group_percentile,model_ranking_score,0.36910205736231594,3.099136093204896e-05,0.36910205736231594,top_50_browse_intervention_by_model_ranking_score,LightGBM calibrated likelihood,"Review product detail page relevance, product information, price clarity or add-to-cart call-to-action.",desktop,India,google,organic,google / organic,google / organic,Google organic traffic,view_item,after_view_item,1,0,0,0,0,0,327112,0.6071292992179789,1,6,3.788541,3781,0,0,0,0.0,0.0,0,0.36910205736231594,0.6071292992179789,0,1
7218070623.5459953538,5655166639,7218070623.5459953538-5655166639,2021-01-25,test,browse_intervention,Browse drop-off review,Browse drop-off review,30,0.40816326530612246,medium,Medium within group,within_intervention_group_percentile,model_ranking_score,0.36910205736231594,3.099136093204896e-05,0.36910205736231594,top_50_browse_intervention_by_model_ranking_score,LightGBM calibrated likelihood,"Review product detail page relevance, product information, price clarity or add-to-cart call-to-action.",mobile,China,google,organic,google / organic,google / organic,Google organic traffic,view_item,after_view_item,1,0,0,0,0,0,327206,0.6106977450459342,1,6,4.771107,4745,0,0,0,0.0,0.0,0,0.36910205736231594,0.6106977450459342,0,1
32300845.7504965949,5028947508,32300845.7504965949-5028947508,2021-01-25,test,browse_intervention,Browse drop-off review,Browse drop-off review,31,0.3877551020408163,medium,Medium within group,within_intervention_group_percentile,model_ranking_score,0.36910205736231594,3.099136093204896e-05,0.36910205736231594,top_50_browse_intervention_by_model_ranking_score,LightGBM calibrated likelihood,"Review product detail page relevance, product information, price clarity or add-to-cart call-to-action.",mobile,Canada,google,organic,google / organic,google / organic,Google organic traffic,view_item,after_view_item,1,0,0,0,0,0,327103,0.606787639511047,1,16,62.554427,34878,1,1,1,0.0,0.0,1,0.36910205736231594,0.606787639511047,0,1
5639598.2529035643,399668189,5639598.2529035643-399668189,2021-01-25,test,browse_intervention,Browse drop-off review,Browse drop-off review,32,0.36734693877551017,medium,Medium within group,within_intervention_group_percentile,model_ranking_score,0.36910205736231594,3.099136093204896e-05,0.36910205736231594,top_50_browse_intervention_by_model_ranking_score,LightGBM calibrated likelihood,"Review product detail page relevance, product information, price clarity or add-to-cart call-to-action.",mobile,Lithuania,google,organic,google / organic,google / organic,Google organic traffic,view_item,after_view_item,1,0,0,0,0,0,327098,0.6065978285627515,1,6,11.044263,11025,12,11,1,41.58333333333333,69.0,12,0.36910205736231594,0.6065978285627515,0,1
69535693.6939771081,3031698451,69535693.6939771081-3031698451,2021-01-25,test,browse_intervention,Browse drop-off review,Browse drop-off review,33,0.34693877551020413,medium,Medium within group,within_intervention_group_percentile,model_ranking_score,0.36910205736231594,3.099136093204896e-05,0.36910205736231594,top_50_browse_intervention_by_model_ranking_score,LightGBM calibrated likelihood,"Review product detail page relevance, product information, price clarity or add-to-cart call-to-action.",desktop,United Kingdom,google,organic,google / organic,google / organic,Google organic traffic,view_item,after_view_item,1,0,0,0,0,0,327090,0.6062941310454787,1,6,8.873031,8862,0,0,0,0.0,0.0,0,0.36910205736231594,0.6062941310454787,0,1
1025981.8934896035,706723975,1025981.8934896035-706723975,2021-01-25,test,browse_intervention,Browse drop-off review,Browse drop-off review,34,0.326530612244898,medium,Medium within group,within_intervention_group_percentile,model_ranking_score,0.36910205736231594,3.099136093204896e-05,0.36910205736231594,top_50_browse_intervention_by_model_ranking_score,LightGBM calibrated likelihood,"Review product detail page relevance, product information, price clarity or add-to-cart call-to-action.",desktop,Romania,google,organic,google / organic,google / organic,Google organic traffic,view_item,after_view_item,1,0,0,0,0,0,327088,0.6062182066661606,2,5,3.229601,0,0,0,0,0.0,0.0,0,0.36910205736231594,0.6062182066661606,0,1
22515743.4249918001,2081719440,22515743.4249918001-2081719440,2021-01-25,test,browse_intervention,Browse drop-off review,Browse drop-off review,35,0.30612244897959184,medium,Medium within group,within_intervention_group_percentile,model_ranking_score,0.36910205736231594,3.099136093204896e-05,0.36910205736231594,top_50_browse_intervention_by_model_ranking_score,LightGBM calibrated likelihood,"Review product detail page relevance, product information, price clarity or add-to-cart call-to-action.",desktop,Russia,google,organic,google / organic,google / organic,Google organic traffic,view_item,after_view_item,1,0,0,0,0,0,327214,0.6110014425632071,1,5,9.9348,485,8,7,1,19.75,60.0,8,0.36910205736231594,0.6110014425632071,0,1
78690671.6646291062,2762248537,78690671.6646291062-2762248537,2021-01-25,test,browse_intervention,Browse drop-off review,Browse drop-off review,36,0.2857142857142857,medium,Medium within group,within_intervention_group_percentile,model_ranking_score,0.36910205736231594,3.099136093204896e-05,0.36910205736231594,top_50_browse_intervention_by_model_ranking_score,LightGBM calibrated likelihood,"Review product detail page relevance, product information, price clarity or add-to-cart call-to-action.",desktop,India,google,organic,google / organic,google / organic,Google organic traffic,view_item,after_view_item,1,0,0,0,0,0,327212,0.6109255181838888,1,15,93.903418,66961,13,12,2,42.75,69.0,13,0.36910205736231594,0.6109255181838888,0,1
77925078.7568331646,1541067084,77925078.7568331646-1541067084,2021-01-25,test,browse_intervention,Browse drop-off review,Browse drop-off review,37,0.26530612244897955,medium,Medium within group,within_intervention_group_percentile,model_ranking_score,0.36910205736231594,3.099136093204896e-05,0.36910205736231594,top_50_browse_intervention_by_model_ranking_score,LightGBM calibrated likelihood,"Review product detail page relevance, product information, price clarity or add-to-cart call-to-action.",mobile,India,google,organic,google / organic,google / organic,Google organic traffic,view_item,after_view_item,1,0,0,0,0,0,327207,0.6107357072355933,1,6,2.024662,1329,0,0,0,0.0,0.0,0,0.36910205736231594,0.6107357072355933,0,1
5869833.6216876803,6081198170,5869833.6216876803-6081198170,2021-01-25,test,browse_intervention,Browse drop-off review,Browse drop-off review,38,0.24489795918367352,medium,Medium within group,within_intervention_group_percentile,model_ranking_score,0.36910205736231594,3.099136093204896e-05,0.36910205736231594,top_50_browse_intervention_by_model_ranking_score,LightGBM calibrated likelihood,"Review product detail page relevance, product information, price clarity or add-to-cart call-to-action.",mobile,Canada,coursera.org,referral,coursera.org / referral,coursera.org / referral,Coursera.Org referral traffic,view_item,after_view_item,1,0,0,0,0,0,327204,0.6106218206666161,1,9,467.586549,17312,13,12,2,13.416666666666666,20.0,13,0.36910205736231594,0.6106218206666161,0,1
1813715.0111981731,659063032,1813715.0111981731-659063032,2021-01-25,test,browse_intervention,Browse drop-off review,Browse drop-off review,39,0.22448979591836737,medium,Medium within group,within_intervention_group_percentile,model_ranking_score,0.36910205736231594,3.099136093204896e-05,0.36910205736231594,top_50_browse_intervention_by_model_ranking_score,LightGBM calibrated likelihood,"Review product detail page relevance, product information, price clarity or add-to-cart call-to-action.",desktop,Singapore,google,organic,google / organic,google / organic,Google organic traffic,view_item,after_view_item,1,0,0,0,0,0,327109,0.6070154126490016,1,6,3.016522,2925,0,0,0,0.0,0.0,0,0.36910205736231594,0.6070154126490016,0,1
2133850.2553311745,8170533505,2133850.2553311745-8170533505,2021-01-25,test,browse_intervention,Browse drop-off review,Browse drop-off review,40,0.20408163265306123,medium,Medium within group,within_intervention_group_percentile,model_ranking_score,0.36910205736231594,3.099136093204896e-05,0.36910205736231594,top_50_browse_intervention_by_model_ranking_score,LightGBM calibrated likelihood,"Review product detail page relevance, product information, price clarity or add-to-cart call-to-action.",desktop,United States,google,organic,google / organic,google / organic,Google organic traffic,view_item,after_view_item,1,0,0,0,0,0,335609,0.9296940247513477,1,33,190.385713,186527,14,13,3,33.25,120.0,14,0.36910205736231594,0.9296940247513477,0,1
